stars;title;txt
4.0;The Woman in Black;Krakende treden. Flakkerend kaarslicht. Daniel Radcliffe krijgt het aan de stok met een wraakzuchtige geest.
4.0;Skoonheid;Een knappe, dappere karakterstudie van een man die compleet met zichzelf en zijn gevoelens in de knoop ligt en hierbij naar rigoureuze middelen grijpt.
3.0;De Goede Dood;Een zeer degelijk gemaakte film over euthanasie, met als grootste handicap dat eerdere en betere films dit onderwerp al in alle facetten hebben behandeld.
3.0;Safe House;Geen safe house is veilig genoeg in deze zinderende actiefilm met Denzel Washington en Ryan Reynolds.
2.5;Zombibi;"De tweede Nederlandse zombiekomedie binnen een half jaar is effectiever dan New Kids Nitro, maar helaas geen hoogvlieger; zeker niet in vergelijking met internationale tegenhangers."
4.5;Hugo;De hooggespannen verwachtingen worden volledig waar gemaakt: Hugo is pure filmmagie voor filmliefhebbers van alle leeftijden.
3.0;Ghost Rider: Spirit of Vengeance;Extra vet aangezet, in vormgeving en acteerwerk, en juist daarom beter te verdragen dan het eerste deel.
4.0;Un Amour de Jeunesse;Portret van de allesverzengende eerste liefde bewijst eens te meer het talent van Mia Hansen-Løve.
4.0;Lena;Na het hilarische Aanrijding in Moscou levert Vlaming Christophe van Rompaey een innemend portret af van een kwetsbaar meisje op zoek naar liefde en acceptatie.
2.0;Journey 2: The Mysterious Island;Het vervolg op Journey to the Center of the Earth lijdt aan het post-Avatar-syndroom.
3.5;Wavumba;Mooie documentaire weet ondanks de sturende voice-over op een andere manier te boeien.
4.0;Tony 10;Uitstekende Nederlandse kinderfilm gaat over echtscheiding, maar is ook een heel fijn modern sprookje.
2.5;Nick;De derde film van Fow Pyng Hu is een complexe en onevenwichtige karakterstudie van een ondoorgrondelijke jongen. Je moet erin mee kunnen gaan.
2.0;In the Land of Blood and Honey;Angelina Jolies regiedebuut zit vol goede bedoelingen, maar die maken nog geen goede film.
3.5;Achtste-groepers Huilen Niet;De zoveelste kinderboekverfilming begint wat stereotiep, maar ontvouwt zich tot een sterke, oprechte film.
