stars;title;txt
3.5;Departures;Japanse winnaar van de Oscar voor de beste buitenlandstalige film heeft als hoofdthema een weinig besproken, maar respectvol ritueel: het afleggen van overledenen.
3.5;I Love You, Man;Een alleraardigste komedie die wat meer grappen had kunnen gebruiken, maar overeind blijft dankzij de chemie tussen Segel en Rudd.
2.0;Fighting;Some dreams are worth the fight. Net als de ondertitel is eigenlijk de hele film een groot cliché.
3.5;The Young Victoria;Emily Blunt speelt een even rebelse als romantische jonge Queen Vic. Een solide kostuumfilm voor de liefhebber.
2.5;Casanegra;Casanegra toont een stijlvol clichébeeld van de minderbedeelden in het hedendaagse Casablanca.
4.0;Linha de Passe;Voetbal en religie zijn de enige toevluchtsoorden voor vier jongemannen in deze nietsontziende, authentieke film over het leven in Sao Paulo.
4.0;The Burning Plain;Meesterlijke auteursfilm van debuterend regisseur Guillermo Arriaga waarin schijnbaar losse levens door één onherroepelijke dramatische actie met elkaar zijn verbonden.
4.0;Eden Lake;IJzingwekkende en bloederige horrorfilm met een intelligente onderlaag, waarin kinderen op volwassen stedelingen jagen.
3.5;Towelhead;Regisseur Alan Ball bewerkte de roman Towelhead van Alicia Erian tot een waardige en grimmige opvolger van zijn onovertroffen American Beauty-scenario uit 1999.
3.0;Silent Wedding;Roemeense tragikomedie schakelt tussen kluchtige sprookjessfeer en grimmige Oostblokonderdrukking.
3.5;Sunshine Cleaning;Een genietbare tragikomedie, meer dramatisch dan komisch, over twee zussen die plaatsen delict gaan schoonmaken.
3.5;"Angels &amp; Demons - Het Bernini Mysterie";Groots en meeslepend spektakelstuk van Ron Howard is een enerverende kijkervaring, maar zal niet lang op het netvlies blijven hangen.
3.5;Coraline;De prachtige vormgeving en verfrissende moraal doen veel, maar helaas niet alles, om de gammele plot te compenseren.
4.0;Appaloosa;Een prettige, haast ouderwetse western die het niet van actie maar van ijzersterke personages en acteerwerk van met name Ed Harris en Viggo Mortensen moet hebben.
4.0;Star Trek;De oorsprong van de crew van de Enterprise. Topvermaak voor zowel fans als degenen die niet bekend zijn met Star Trek.
