stars;title;txt
4.0;The Strange Case of Angelica;Een bijzonder mooi gemaakte film over een jongeman die valt voor een overleden vrouw.
2.5;Don't Be Afraid of the Dark;Een klassieke spookhuisfilm, maar dan met monsters. Deze kleine etters hebben het voorzien op de tandjes van de achtjarige Sally.
4.0;Michael;Oostenrijkse film over een man die een tienjarig jongetje gevangen houdt in zijn kelder weigert de kijker makkelijke antwoorden te geven.
4.0;La Piel Que Habito;Een vermakelijke thriller die speelt met narratieve lagen zoals alleen Almodóvar die kan aanbrengen.
4.0;Moneyball;Zoals bij de meeste fijne sportfilms gaat Moneyball niet over de sport zelf, maar over het spel erachter. Een indrukwekkende biopic met krachtige vertolkingen.
3.0;The Thing;Matthijs van Heijningen Jr. debuteert als speelfilmregisseur met deze prequel op de horrorklassieker van John Carpenter.
2.5;Les Hommes Libres;Dit drama van de regisseur van Le Grand Voyage wijdt zich aan Algerijnen in oorlogstijd. Een onderbelicht thema, maar het resultaat is nodeloos complex en overvol.
3.0;The Twilight Saga: Breaking Dawn - Part One;De saga rond Bella en Edward vervolgt met hartstocht, seks en een dodelijke zwangerschap.
2.0;Immortals;Deze visueel overdonderende vrije kijk op de legende van Theseus van de maker van The Cell is heel veel meer vorm dan inhoud.
3.5;Margin Call;Aan de vooravond van de financiële crisis worden door de leidinggevenden van een investeringsbank keuzes gemaakt, die flinke gevolgen gaan hebben voor de wereldeconomie.
3.0;Tower Heist;Een groep amateurrovers probeert een frauduleuze miljonair te bestelen. Obstakel: hij staat onder toezicht van de FBI en woont op de hoogste verdieping van een wolkenkrabber.
3.5;The Whistleblower;Op feiten gebaseerde film over de ondergrondse seksindustrie in het naoorlogse Bosnië. De aanwezige VN-militairen grijpen niet in. Sterker nog, ze houden de wanpraktijken in stand.
4.0;Onder Ons;Een intrigerend speelfilmdebuut over een Poolse au pair in een vinexwijk die een serieverkrachter doorziet, maar hierdoor zich steeds meer van haar gastgezin vervreemdt.
1.5;11-11-11;Horrorfilm waarin op de elfde dag van de elfde maand van 2011 iets staat te gebeuren.
2.0;Mocros;Documentairemaker Roy Dames volgde acht jaar lang vijf Marokkaanse jongens. Zijn aanpak mist richting, is te fragmentarisch en onthoudt zich van elk commentaar.
