stars;title;txt
2.5;Safe;De enorme hoeveelheid gebreken wordt geenszins gecompenseerd door de formulematige actie. Toch zal de diehard actiefan er prima mee uit de voeten kunnen.
3.5;The Substance - Albert Hofmanns LSD;De geschiedenis van lsd. Van euforie tot demonie.
4.0;Café de Flore;De regisseur van het meeslepende C.R.A.Z.Y. schotelt ons hier een abstracte mix van een tweetal verhalen voor. Geen gemakkelijke zit, maar wel fascinerend en emotioneel complex.
2.0;Seeking Justice;Nicolas Cage is weer een stapje dichter bij het aflossen van zijn schulden met deze zoveelste rol op de automatische piloot.
2.5;The Vow;Dit romantische drama over een jonge man die wordt geconfronteerd met het geheugenverlies van zijn vrouw is safe en weinig diepgravend.
4.0;I Wis;Wederom een fijne film van Kore-eda over kinderen en hun eerste aanraking met de harde wereld van volwassenen.
4.5;This Must Be the Place;Sean Penn is geniaal als depressieve rockster op leeftijd die na de dood van zijn vader diens zoektocht naar zijn beul uit Auschwitz voortzet.
1.5;Streetdance ;Een houterige dansfilm met plat 3D-effect.
3.5;Footnote;De Israëlische Oscarinzending vertelt een boeiend verhaal over een vader en een zoon die weliswaar in hetzelfde vakgebied actief zijn, maar wier verschillen onoverbrugbaar lijken.
3.0;Shock Head Soul;Meervoudig inkijkje in de geestesziekte van een negentiende-eeuwse rechter is veelbelovend qua concept, maar verliest aan dynamiek in de inhoudelijke discussie.
2.0;La Vie d'une Autre;Deze combinatie van een lichaamsverwisselings- en tijdreisfilm valt constant tussen wal en schip.
2.0;One for the Money;Katherine Heigl wordt premiejager om haar schulden af te betalen. Met opnieuw een zwakke film staat ze inmiddels ook bij de bioscoopganger in het krijt.
4.0;The Avengers;De ultieme superheldenfilm is een geslaagde mix van gevatte humor en gelikte actie. Het contracteren van Joss Whedon als regisseur en scenarist was een ijzersterke zet.
3.0;Snow White;Nieuwe interpretatie van het sprookje van Sneeuwwitje voor kinderen is door de humor en mooie vormgeving zeker geen rotte appel.
4.0;The Pirates!;Aardmans vijfde avondvullende film is een grappig animatieavontuur voor de hele familie.
