stars;title;txt
3.5;Kriterion: Sinds '45;Leuke documentaire over de door studenten gerunde bios Kriterion.
3.0;Elle;Franse taal of niet, Verhoeven blijft Verhoeven.
2.0;Warcraft: The Beginning;Het digitale wapengekletter tussen Mensen en Orks nu ook op het witte doek.
1.5;All Roads Lead to Rome;Voor iedereen die na When in Rome nog twijfelde of Amerikaanse films met een gezegde over Rome als titel goed kunnen uitpakken...
3.5;The Idol;Prachtige blik op hoopvolle muzikanten in de Gazastrook, met een authentieke doch problematische finale.
2.5;Our Kind of Traitor;Thriller met Ewan McGregor en Stellan Skarsgård naar een boek van John le Carré.
2.5;Alice Through the Looking Glass;Sequel waarin Sacha Baron Cohen de show steelt, weet niet wat hij met zichzelf aanmoet.
4.0;"Love &amp; Friendship";Deze bewerking van Jane Austens Lady Susan is een hilarische kostuumkomedie vol sarcastische oneliners.
4.0;The Wave;Noorse rampenfilm, waarin een ruim tachtig meter hoge vloedgolf een fjordendorpje overspoelt, ademt Hollywood.
4.0;A Heavy Heart;Drama over ALS van onze oosterburen is wars van feelgoodsentimenten.
4.5;Strike a Pose;De Blond Ambition Tour van Madonna was spraakmakend en controversieel. Twee documentairemakers zoeken de dansers van weleer op.
3.5;X-Men: Apocalypse;De tweede X-trilogie komt tot een einde.
4.0;The Nice Guys;Zeer geslaagde misdaadkomedie van Shane Black waarvan Hollywood er tegenwoordig te weinig maakt.
4.0;Remember;Een magistrale rol van nestor Christopher Plummer als Joods oorlogsslachtoffer die op zoek gaat naar de voormalig SSer die de dood van zijn familie op zijn geweten heeft.
2.5;Freeheld;Drama over gelijke rechten met een sterke cast vergeet in zijn eenzijdige benadering een goed verhaal te vertellen.
