stars;title;txt
3.0;Broken;Het wel en wee van Engelse families die wonen aan hetzelfde pleintje.
3.5;Mama;Een horrorfilm die het vooral niet moet hebben van zijn bloederigheid of gruwelijk uitziende griezels.
3.0;"Hansel &amp; Gretel: Witch Hunters";"Hansel &amp; Gretel: Witch Hunters heeft een goed uitgangspunt en weet de tijd leuk te verdrijven, maar daarmee zijn de meeste kwaliteiten wel genoemd."
3.5;Silver Linings Playbook;Omdat we allemaal een beetje gek zijn, soms.
2.0;The Last Stand;Arnold Schwarzenegger beleeft zijn eerste hoofdrol in jaren met passend veel wapengekletter, maar ook met een hoop onbedoelde humor.
4.5;The Imposter;Een meesteroplichter weet iedereen om de tuin te leiden, maar is dat het hele verh
3.0;Post Tenebras Lux;Puzzelcinema met een mooie gedachte, maar met een regelmatig onnodige mate van abstractie.
2.5;Promised Land;Met een beladen milieukwestie als middelpunt snijdt Promised Land interessante themas aan, maar biedt een te simplistische kijk op de zaken.
3.0;Beautiful Creatures;Het openingsdeel van deze nieuwe fantasy-franchise ziet er schitterend uit en wordt overeind gehouden door de uitstekende cast. Het verhaal gaat alle kanten op.
3.0;Arbitrage;Deze thriller probeert privésores te combineren met zakelijk gekonkel in de hoogste regionen. De twee disciplines beïnvloeden elkaar , maar vormen allerminst een eenheid.
2.5;Great Expectations;Plichtmatig aandoende verfilming komt niet in de buurt van eerdere interpretaties.
3.0;I Give It a Year;Het huwelijk waarmee veel romkoms eindigen is lang niet altijd eind goed al goed.
1.5;This Is 40;Veertig worden blijkt voor zowel de personages als het publiek niet leuk.
4.0;De Wederopstanding van een Klootzak;Yorick van Wageningen zet een klootzak neer om van te houden in een film om door meegesleept te worden.
3.0;The Patience Stone;Een degelijke boekverfilming over een Afghaanse vrouw die haar misstappen opbiecht aan haar comateuze man. Het toneelmatige plot wordt onnodig voortgestuwd door excessen.
