stars;title;txt
3.5;The Happiest Day in the Life of Olli Mäki;De Un Certain Regard-winnaar van vorig jaar vertelt het waargebeurde verhaal over Finse bokser Olli Mäki.
1.5;Rings;Samara lijdt nog steeds onder haar dood, maar had beter in haar put kunnen blijven liggen in dit derde deel van de remakereeks.
3.5;The LEGO Batman Movie;Opnieuw krankzinnig en razendsnel vermaak, met name in het eerste half uur.
3.5;Burma Storybook;Boeiend panorama over poëzie in Myanmar, met een ietwat meanderende structuur.
4.5;The Handmaiden;"Extravagante erotiek, buitengewone stijl en verrassend; Chan-wook Park maakt indruk met een romantische thriller."
3.5;The Great Wall;De fameuze Zhang Yimou begeeft zich in het fantasygenre en verenigt oost en west. Heerlijk pretentieloos vermaak.
1.0;Sleepless;Het is bijna bewonderenswaardig hoe rigoureus deze remake een spannende actiefilm heeft verteerd tot een slappe hap.
4.0;A Monster Calls;De fantasie als overlevingstactiek wordt prachtig maar genadeloos verbeeld in deze aangrijpende boekverfilming.
3.0;Le Ciel Flamand;Sylvies dochter groeit op in een onveilige omgeving, met alle gevolgen van dien.
3.5;To Stay Alive - A Method;Warme woorden voor alle onbegrepen kunstenaars onder ons.
3.0;De Erfenis;Daan van der Elsken is de zoon van een bekende fotograaf en filmmaker. Hij houdt hem verantwoordelijk voor zijn depressie.
2.5;Demain Tout Commence;Half komedie, half drama, maar nergens een mooie mengelmoes van beide genres.
1.5;Resident Evil: The Final Chapter;De Resident Evil-reeks krijgt de afsluiter die je ervan mag verwachten.
3.0;Live by Night;Ben Afflecks vierde regieproject draait om de maffiawereld in Boston en Florida. Hij excelleert in de actie in een bomvol scenario.
4.0;Moonlight;De zoektocht naar identiteit in drie fasen van een moeilijk leven.
