stars;title;txt
4.0;The One I Love;In deze unieke, atypische romkom moet een bijzondere vakantie leiden tot een nieuwe vonk in een uitgebluste relatie.
2.5;The Face of an Angel;Michael Winterbottoms fictieve interpretatie van de Amanda Knox-zaak is gemaakt met goede bedoelingen, maar wordt gehinderd door een wankele uitvoering.
3.5;Dior and I;Een inkijkje in de werkwijze van het prestigieuze modehuis Christian Dior. Meeslepend, wervelend, maar ook redelijk safe omdat het geen enkele kritische noot plaatst.
3.0;De Vijf en de Piratenschat;Amusante jeugdfilm met heel matige schurken.
4.0;Magic Mike XXL;Mannelijke entertainers zorgen voor grote glimlach op het gezicht.
4.0;La Tête Haute;Malony is een echt rotjoch, maar een kinderrechter vertolkt door Catherine Deneuve probeert hem in het gareel te krijgen. Fel en overdonderend Frans jeugddrama.
1.5;Survivor;Milla Jovovich heeft wel eens een betere klus gehad dan deze zwalkende thriller waarin ze een aanslag moet zien te voorkomen en haar naam moet zuiveren.
3.0;In Grazia di Dio;Klein familiedrama waarin vier vrouwen het zelf moeten zien te rooien op het Italiaanse platteland.
3.5;Fidelio;Knappe debuutfilm van regisseuse Lucie Borleteau.
2.0;"Ruth &amp; Alex";Morgan Freeman en Diane Keaton willen verhuizen, maar hun oude woning koestert vele herinneringen. Dit kabbelende feelgooddrama houdt zich op de vlakte.
3.5;Meet Me in Venice;Vaderloos opgroeien is moeilijk, maar je vader pas na jaren weer terugzien nog moeilijker. Het overkomt Liza, die sinds haar derde haar vader heeft moeten missen.
2.5;The Last Wolf;Strijd en vriendschap tussen mensen en wolven in Chinese boekverfilming van de regisseur van Seven Years in Tibet.
2.0;La Rançon de la Gloire;Een ex-crimineel en zijn beste vriend jatten de kist met inhoud van de overleden Charlie Chaplin. De maker van het weergaloze Des Hommes et des Dieux kon er klaarblijkelijk wél om lachen.
4.0;Minions;De gele mannetjes in tuinbroekjes blijken zich zonder Gru ook prima te kunnen redden.
4.0;Prins;Uitdagende en meeslepende debuutfilm over de jonge Ayoub, die de grootste crimineel van Amsterdam-Noord moet worden om het hart van een meisje te veroveren.
