stars;title;txt
3.5;Gooische Vrouwen;Verfilming van de zeer succesvolle tv-serie slaagt erin te blijven vermaken zonder dat er eigenlijk iets gebeurt.
4.0;Simon Werner a Disparu;Fascinerend Frans debuut speelt zich af op zon typisch Amerikaans aandoende middelbare school, maar speelt stiekem een heel handig spelletje met uitgekauwde filmgenres.
3.5;If I Want to Whistle, I Whistle;Opnieuw een neerslachtig, maar overtuigend drama uit Roemenië.
3.0;Smakelijk Eten!;Omdat de boodschap van deze documentaire over de gevolgen van massavoedselproductie al lang niet nieuw meer is, heeft de film vooral een repetitieve waarde.
3.5;Na Putu;Jasmila Zbanich bevestigt haar status als groot talent met dit fascinerende verhaal van een relatie die uit elkaar valt als de man volgens de strikte regels van de islam gaat leven.
4.0;Animal Kingdom;Een rauw en menselijk drama gedreven door de wetten van de wildernis.
3.5;The Eagle;Kevin Macdonald speelt met het taalgebruik in dit Romeinse avontuur, dat in zijn boodschap niet altijd even scherp is, maar wel goed vermaak biedt.
2.5;The Rite;Het religieuze moraaltje in deze milde variant op The Exorcist is zo plat als een hostie. Waar zijn de kotsende en vloekende bezetenen
4.0;Stand van de Sterren;Een warme en ontroerende documentaire over een familie uit Jakarta die symbool staat voor actuele problematiek in Indonesië.
3.0;Rango;Regisseur Gore Verbinski verruilt het ruime sop voor de woestijn met deze tamelijk geestige parodie op de spaghettiwestern.
4.5;127 Hours;Danny Boyle trekt de stilistische trukendoos wagenwijd open en laat de kijker verbluft achter met het indrukwekkende 127 Hours.
4.0;Silent Souls;Aan de oppervlakte lijken de personages emotieloos, maar langzaam ontstaat er een fraai drama over rouw en liefde.
4.0;Drive Angry 3D;Vermaak in de meest smakeloze zin van het woord met Nic Cage in de rol van zijn leven. Smullen!
3.0;La Nostra Vita;Zoals zo veel Italiaanse films van de laatste jaren, is La Nostra Vita vermakelijk en goed gemaakt, maar ook te oppervlakkig om lang te beklijven.
3.0;Abel;Diego Luna vervolgt zijn carrière achter de camera met een zwaar thema, maar hij laat de schaduwzijde niet overheersen.
