stars;title;txt
3.5;Revanche;Een clash tussen stad en platteland plus een rouwende overvaller en zijn opgekropte wraakgevoelens leveren een eigenzinnig psychologisch drama op.
3.0;The Rebound;Deze veelbelovende romkom wordt neergehaald door oppervlakkige personages en gebrek aan originaliteit.
1.0;Dance Flick;Walgelijke mix van seksistische grappen, racistische grappen en heel veel leedvermaak. De Wayans Brothers bewijzen definitief door hun inspiratie heen te zijn.
4.0;Lover of Loser;Goede acteerprestaties en een flinke dosis spanning in de nieuwste Carry Sleeverfilming. Een must-see voor de fans, een goede keuze voor veel anderen.
4.0;De Storm;Grote Nederlandse film over de watersnoodramp van 1953 maakt indruk door zich te richten op het persoonlijke leed van de slachtoffers.
3.5;Soul Power;"Enerverende optredens van o.a. James Brown &amp; B.B. King, maar tussen de (te korte) optredens door heerst de willekeur in deze documentaire."
4.0;Taking Woodstock;Tussendoortje van Ang Lee is een vermakelijk portret van een jongen die volwassen wordt tijdens Woodstock.
3.0;The September Issue;Deze documentaire doet zijn best het clichébeeld van Anna Wintour als gigabitch te bevestigen, maar biedt vooral een luchtig kijkje achter de schermen van modemagazine Vogue.
4.0;Looking for Eric;Zeer geslaagde feelgoodfilm van Ken Loach die op ieders gezicht een glimlach zal toveren.
5.0;The Chaser;Misschien wel de beste thriller van het jaar.
2.5;Passengers;Onevenwichtige film over de nasleep van een vliegramp moet het hebben van een verrassend slot en een goede rolbezetting.
2.5;The Informers;Sfeerimpressie van het Los Angeles van de jaren tachtig waar te veel nooit genoeg is.
3.5;My One and Only;Slimme en verzorgde tragikomedie over de roadtrip van een alleenstaande moeder en haar puberzoons is een waar feest van jarenvijftigherkenning.
1.5;Tenderness;Een zeer matige dertien-in-een-dozijnthriller met een zwak script en oninteressante personages. Alleen de muziek en de acteurs zijn deugdelijk.
4.0;Troubled Water;Aangrijpende en indrukwekkende film over jonge ex-gevangene die een nieuwe start maakt.
