stars;title;txt
3.5;Demolition;Alles kan kapot (maar ook weer gerepareerd worden).
3.0;Mammal;Een slechte moeder op zoek naar een tweede kans, of twee dwalende zielen met behoefte aan een wederzijdse verstandhouding
3.5;El Clan;Een uiterst degelijk misdaaddrama dat helaas iets te graag een Martin Scorsese-film wil zijn.
1.5;My Big Fat Greek Wedding ;De Griekse familie van Toula is terug, maar heeft teleurstellend weinig te melden. Dit zeer matige vervolg is plat, grotesk en richtingloos.
3.0;Kung Fu Panda 3;Aangekomen bij deeltje drie is Kung Fu Panda in het slop geraakt. Het ziet er wederom schitterend uit, maar er is weinig nieuws onder de zon.
2.0;The Huntsman: Winter's War;Snow White zonder Sneeuwwitje, maar met de Sneeuwkoningin.
4.0;A Bigger Splas;Het eigenzinnige A Bigger Splash intrigeert, knettert, boeit en broeit en kan bogen op fantastische vertolkingen van onder meer Ralph Fiennes en Matthias Schoenaerts.
2.5;Triple 9;Het is een zootje bij de corrupte politiemacht van Atlanta. Bij Triple 9 is dat niet veel anders, op een paar aardige actiescènes na.
3.5;The Prosecutor the Defender the Father and His Son;De veroordeling van een Bosnische oorlogsmisdadiger lijkt een uitgemaakte zaak, maar zo makkelijk ligt dat niet.
3.5;Trumbo;Bryan Cranston is scenarioschrijver Donald Trumbo, die in de jaren vijftig in Hollywood op de zwarte lijst terechtkwam vanwege zijn vermeende politieke voorkeur.
3.5;Second Coming;Sterk verhaal over een onmogelijke zwangerschap schept mooie contrasten tussen realisme en wonderen, maar raakt verdwaald in de vele themas.
3.5;A Haunting History;Unieke documentaire over een advocaat die vanuit Engeland terugkeert naar zijn geboorteland Zuid-Soedan, waar net de vrede is getekend, maar een nieuwe oorlog alweer dreigt.
2.5;Miss You Already;Collette en Barrywmore als BFF's, wier vriendschap wordt getest wanneer de een kanker krijgt en de ander zwanger raakt.
1.5;Keeper;Maxime en Mélanie zijn vijftien en verwachten een kind. Dat komt even slecht uit. Dit Belgische drama ontwijkt het echte drama en conflict.
2.5;The Land of the Enlightened;Pieter-Jan De Pue filmde zeven jaar lang in Afghanistan om de dromen van de jonge Afghanen en hun veerkracht weer te geven.
